index,price
4412,415.0
4413,473.0
4414,195.0
4415,465.0
4416,535.0
4417,1680.0
4418,650.0
4419,655.0
4420,260.0
4421,254.0
4422,255.0
4423,445.0
4424,380.0
4425,313.95
4426,362.562
4427,895.0
4428,1054.0
4429,905.0
4430,417.0
4431,120.0
4432,605.0
4433,794.9
4434,240.5
4435,1575.0
4436,725.0
4437,188.5
4438,785.0
4439,1055.0
4440,375.0
4441,282.0
4442,404.5
4443,463.4
4444,383.5
4445,604.0
4446,746.5
4447,220.0
4448,361.0
4449,599.95
4450,475.0
4451,315.0
4452,512.0
4453,295.0
4454,565.0
4455,289.0
4456,1070.0
4457,503.8
4458,440.0
4459,764.0
4460,385.0
4461,684.0
4462,345.0
4463,250.0
4464,600.0
4465,765.0
4466,231.55
4467,473.0
4468,314.0
4469,630.0
4470,755.0
4471,585.0
4472,1360.0
4473,257.0
4474,142.124
4475,1245.0
4476,311.0
4477,635.0
4478,994.0
4479,155.0
4480,1042.0
4481,237.5
4482,697.5
4483,604.0
4484,815.0
4485,405.0
4486,550.0
4487,543.0
4488,420.0
4489,289.0
4490,530.0
4491,530.0
4492,574.0
4493,417.0
4494,255.0
4495,455.0
4496,555.0
4497,275.0
4498,280.0
4499,468.0
4500,220.0
4501,604.95
4502,665.0
4503,425.0
4504,905.0
4505,615.0
4506,629.8
4507,455.0
4508,415.0
4509,242.95
4510,400.0
4511,535.0
4512,742.5
4513,310.0
4514,445.0
4515,404.95
4516,491.0
4517,159.95
4518,305.0
4519,555.0
4520,575.0
4521,685.0
4522,845.0
4523,530.0
4524,326.5
4525,364.0
4526,664.95
4527,492.0
4528,742.0
4529,705.0
4530,300.0
4531,1686.0
4532,754.95
4533,570.0
4534,566.0
4535,304.88
4536,1470.0
4537,754.0
4538,595.0
4539,384.0
4540,701.0
4541,725.5
4542,485.0
4543,588.0
4544,234.0
4545,448.0
4546,500.0
4547,220.0
4548,665.0
4549,430.0
4550,565.0
4551,400.0
4552,379.95
4553,630.0
4554,192.0
4555,340.5
4556,555.0
4557,754.0
4558,1255.0
4559,280.0
4560,2326.0
4561,2685.0
4562,739.95
4563,745.0
4564,414.124
4565,640.0
4566,292.0
4567,205.0
4568,662.0
4569,700.0
4570,730.0
4571,884.0
4572,255.0
4573,480.0
4574,355.0
4575,1980.0
4576,284.0
4577,559.0
4578,660.0
4579,865.0
4580,718.4
4581,236.5
4582,550.0
4583,300.0
4584,423.0
4585,805.0
4586,715.0
4587,384.0
4588,540.0
4589,355.0
4590,308.0
4591,365.0
4592,880.0
4593,852.7
4594,1617.5
4595,200.0
4596,474.0
4597,615.0
4598,350.0
4599,745.0
4600,353.0
4601,268.0
4602,295.256
4603,510.0
4604,530.0
4605,775.0
4606,644.0
4607,780.0
4608,504.95
4609,355.0
4610,574.95
4611,320.0
4612,247.0
4613,550.0
4614,405.0
4615,1555.0
4616,384.9
4617,155.0
4618,597.0
4619,545.5
4620,605.0
4621,157.0
4622,680.0
4623,119.975
4624,845.0
4625,415.0
4626,855.0
4627,802.0
4628,341.5
4629,1330.0
4630,312.15
4631,270.0
4632,282.95
4633,255.0
4634,680.0
4635,885.0
4636,730.0
4637,530.0
4638,963.0
4639,754.0
4640,265.0
4641,360.0
4642,280.0
4643,740.0
4644,1255.0
4645,1915.0
4646,450.0
4647,505.0
4648,431.5
4649,675.0
4650,421.1
4651,347.5
4652,725.0
4653,662.5
4654,278.5
4655,444.0
4656,312.0
4657,465.0
4658,334.95
4659,750.0
4660,445.0
4661,255.0
4662,509.6
4663,255.0
4664,488.0
4665,331.0
4666,1072.0
4667,480.0
4668,580.0
4669,390.0
4670,204.99
4671,263.0
4672,645.0
4673,583.0
4674,819.842
4675,539.95
4676,434.95
4677,585.0
4678,494.9
4679,308.0
4680,640.0
4681,505.0
4682,294.9
4683,344.9
4684,1485.0
4685,670.0
4686,304.0
4687,1505.0
4688,410.0
4689,575.0
4690,980.0
4691,324.0
4692,275.0
4693,480.0
4694,319.0
4695,570.0
4696,646.2
4697,402.5
4698,405.0
4699,167.95
4700,813.9
4701,530.0
4702,210.0
4703,630.0
4704,304.95
4705,455.0
4706,199.9
4707,417.0
4708,587.0
4709,324.0
4710,211.0
4711,355.0
4712,240.0
4713,445.0
4714,165.0
4715,535.0
4716,295.0
4717,795.0
4718,235.0
4719,349.2
4720,469.95
4721,606.0
4722,385.0
4723,375.0
4724,170.0
4725,374.95
4726,2925.0
4727,394.95
4728,320.0
4729,625.0
4730,785.0
4731,251.0
4732,864.99
4733,344.0
4734,1655.0
4735,472.0
4736,805.0
4737,630.0
4738,795.0
4739,844.95
4740,340.0
4741,340.0
4742,695.0
4743,374.0
4744,497.0
4745,240.0
4746,325.0
4747,456.0
4748,584.0
4749,290.0
4750,305.0
4751,680.0
4752,521.13
4753,1110.0
4754,481.0
4755,244.0
4756,655.0
4757,341.0
4758,286.0
4759,565.0
4760,363.0
4761,312.999
4762,534.95
4763,284.0
4764,175.0
4765,580.0
4766,607.0
4767,270.0
4768,675.0
4769,437.0
4770,815.0
4771,590.0
4772,503.0
4773,215.0
4774,173.0
4775,355.0
4776,385.0
4777,1207.5
4778,369.5
4779,487.0
4780,634.0
4781,330.0
4782,1105.0
4783,555.0
4784,560.0
4785,1732.0
4786,502.0
4787,395.0
4788,985.0
4789,855.0
4790,585.0
4791,340.0
4792,213.0
4793,299.95
4794,610.0
4795,390.0
4796,325.9
4797,534.0
4798,564.95
4799,750.0
4800,530.0
4801,1525.0
4802,780.0
4803,804.95
4804,955.0
4805,934.95
4806,1265.5
4807,680.0
4808,575.0
4809,313.0
4810,401.8
4811,275.0
4812,365.0
4813,895.0
4814,604.0
4815,207.0
4816,415.0
4817,460.0
4818,325.0
4819,585.0
4820,985.0
4821,402.0
4822,244.0
4823,411.5
4824,613.25
4825,581.0
4826,384.9
4827,520.0
4828,455.0
4829,655.0
4830,723.5
4831,274.95
4832,545.0
4833,435.0
4834,418.0
4835,655.0
4836,452.0
4837,721.1
4838,635.0
4839,580.0
4840,495.0
4841,615.0
4842,620.0
4843,938.399
4844,1067.5
4845,1034.28
4846,1370.0
4847,655.0
4848,204.0
4849,555.0
4850,364.95
4851,275.0
4852,1220.0
4853,955.0
4854,420.0
4855,855.0
4856,655.0
4857,731.0
4858,452.055
4859,245.0
4860,1523.63
4861,716.0
4862,1755.0
4863,205.0
4864,257.0
4865,580.0
4866,605.0
4867,926.0
4868,355.0
4869,242.0
4870,630.0
4871,287.5
4872,515.0
4873,820.0
4874,250.0
4875,175.0
4876,395.0
4877,345.0
4878,780.0
4879,947.5
4880,1605.0
4881,1165.0
4882,280.0
4883,296.0
4884,566.6
4885,355.0
4886,190.0
4887,335.0
4888,612.5
4889,247.0
4890,646.0
4891,605.0
4892,436.0
4893,655.0
4894,367.764
4895,562.5
4896,430.5
4897,414.0
4898,377.0
4899,379.0
4900,750.0
4901,755.0
4902,183.0
4903,450.0
4904,224.0
4905,869.0
4906,555.0
4907,280.0
4908,645.0
4909,280.0
4910,716.0
4911,580.0
4912,861.5
4913,410.5
4914,307.0
4915,495.0
4916,592.0
4917,287.0
4918,405.0
4919,276.9
4920,311.0
4921,550.0
4922,279.7
4923,590.0
4924,453.0
4925,407.5
4926,375.0
4927,120.0
4928,475.0
4929,980.0
4930,345.0
4931,845.5
4932,503.0
4933,437.0
4934,395.0
4935,495.0
4936,830.0
4937,414.95
4938,255.0
4939,315.0
4940,635.0
4941,217.0
4942,650.0
4943,630.0
4944,435.0
4945,912.687
4946,257.0
4947,310.0
4948,500.0
4949,277.0
4950,478.0
4951,195.0
4952,210.0
4953,471.0
4954,401.0
4955,321.75
4956,1305.0
4957,268.0
4958,509.058
4959,190.0
4960,612.0
4961,930.0
4962,404.95
4963,855.0
4964,745.0
4965,1380.0
4966,243.0
4967,360.0
4968,605.0
4969,325.0
4970,110.5
4971,352.0
4972,305.0
4973,525.0
4974,231.74
4975,790.0
4976,325.0
4977,362.5
4978,490.0
4979,505.0
4980,328.0
4981,660.0
4982,474.0
4983,337.5
4984,672.0
4985,435.0
4986,805.0
4987,419.05
4988,174.0
4989,690.0
4990,247.025
4991,350.0
4992,220.0
4993,356.0
4994,1230.0
4995,186.1
4996,530.0
4997,520.0
4998,455.0
4999,890.25
5000,365.0
5001,1040.48
5002,704.0
5003,355.5
5004,384.95
5005,264.95
5006,294.0
5007,485.0
5008,323.5
5009,554.9
5010,635.0
5011,547.126
5012,291.3
5013,394.5
5014,455.0
5015,204.95
5016,485.0
5017,355.0
5018,370.0
5019,465.5
5020,380.0
5021,365.0
5022,272.3
5023,432.5
5024,955.0
5025,770.0
5026,197.95
5027,570.0
5028,380.0
5029,721.0
5030,345.0
5031,233.0
5032,465.0
5033,448.0
5034,255.0
5035,675.0
5036,387.45
5037,570.0
5038,298.0
5039,840.0
5040,275.0
5041,847.0
5042,265.0
5043,670.0
5044,264.0
5045,340.0
5046,525.0
5047,600.0
5048,756.0
5049,640.0
5050,1170.0
5051,565.0
5052,754.95
5053,252.2
5054,555.0
5055,650.0
5056,475.0
5057,455.0
5058,704.188
5059,483.83
5060,387.0
5061,404.44
5062,431.0
5063,705.0
5064,215.0
5065,274.9
5066,577.0
5067,355.0
5068,480.0
5069,545.0
5070,628.3
5071,525.0
5072,631.0
5073,341.0
5074,664.95
5075,330.0
5076,555.0
5077,522.534
5078,642.0
5079,445.0
5080,257.0
5081,430.0
5082,355.0
5083,475.0
5084,775.0
5085,389.0
5086,495.0
5087,204.9
5088,825.0
5089,973.0
5090,270.0
5091,896.0
5092,585.0
5093,355.0
5094,650.0
5095,640.0
5096,225.0
5097,515.0
5098,1105.0
5099,640.0
5100,448.5
5101,380.0
5102,105.0
5103,155.0
5104,385.0
5105,365.0
5106,304.0
5107,530.0
5108,240.0
5109,285.0
5110,445.0
5111,345.0
5112,1005.0
5113,404.7
5114,592.0
5115,267.5
5116,680.0
5117,397.5
5118,661.0
5119,366.6
5120,630.504
5121,700.0
5122,262.5
5123,775.0
5124,365.0
5125,405.0
5126,469.0
5127,585.0
5128,435.0
5129,505.0
5130,780.0
5131,1179.66
5132,351.1
5133,254.9
5134,203.0
5135,317.0
5136,1267.0
5137,327.5
5138,800.0
5139,810.0
5140,231.0
5141,244.0
5142,450.0
5143,254.9
5144,443.0
5145,250.0
5146,243.0
5147,343.0
5148,390.0
5149,270.95
5150,419.0
5151,776.15
5152,1084.0
5153,620.0
5154,674.0
5155,240.0
5156,790.0
5157,370.0
5158,663.1
5159,210.0
5160,380.0
5161,450.0
5162,340.0
5163,424.5
5164,265.0
5165,995.0
5166,499.5
5167,755.0
5168,595.0
5169,610.0
5170,260.0
5171,235.0
5172,339.85
5173,1093.89
5174,490.0
5175,306.95
5176,540.365
5177,383.8
5178,330.0
5179,740.0
5180,293.79
5181,354.95
5182,332.0
5183,475.0
5184,355.0
5185,554.0
5186,730.0
5187,363.803
5188,440.0
5189,720.0
5190,435.0
5191,870.0
5192,784.38
5193,455.0
5194,198.0
5195,805.0
5196,447.0
5197,680.0
5198,644.0
5199,495.0
5200,670.0
5201,265.0
5202,275.0
5203,416.0
5204,223.45
5205,339.009
5206,534.0
5207,280.0
5208,342.0
5209,735.0
5210,309.4
5211,920.0
5212,557.25
5213,527.25
5214,305.0
5215,715.0
5216,950.0
5217,520.0
5218,503.0
5219,536.0
5220,683.1
5221,531.0
5222,204.0
5223,215.0
5224,529.0
5225,2540.0
5226,435.0
5227,268.0
5228,285.0
5229,133.75
5230,694.888
5231,435.0
5232,175.0
5233,572.035
5234,415.0
5235,260.5
5236,710.0
5237,192.3
5238,643.15
5239,670.0
5240,595.0
5241,415.0
5242,815.0
5243,1493.0
5244,744.375
5245,425.0
5246,335.0
5247,684.0
5248,675.0
5249,359.0
5250,424.0
5251,630.0
5252,161.0
5253,284.0
5254,213.0
5255,343.9
5256,274.95
5257,400.0
5258,470.0
5259,502.0
5260,493.0
5261,260.0
5262,421.0
5263,703.0
5264,259.0
5265,260.0
5266,685.0
5267,361.25
5268,524.0
5269,379.95
5270,210.0
5271,671.57
5272,765.0
5273,1670.0
5274,375.0
5275,390.0
5276,772.5
5277,555.0
5278,1055.0
5279,364.9
5280,533.0
5281,212.95
5282,480.0
5283,505.0
5284,234.9
5285,565.0
5286,1481.0
5287,884.0
5288,682.915
5289,220.0
5290,780.0
5291,299.0
5292,705.0
5293,395.0
5294,673.0
5295,351.0
5296,304.8
5297,389.435
5298,235.0
5299,673.0
5300,554.9
5301,575.0
5302,258.0
5303,180.0
5304,320.0
5305,430.0
5306,266.0
5307,454.95
5308,1805.0
5309,266.5
5310,331.25
5311,183.5
5312,364.95
5313,405.0
5314,340.0
5315,630.0
5316,452.0
5317,314.95
5318,695.0
5319,231.0
5320,630.0
5321,339.95
5322,340.0
5323,508.0
5324,584.0
5325,413.0
5326,366.5
5327,507.0
5328,736.688
5329,555.0
5330,308.0
5331,1100.0
5332,455.0
5333,655.0
5334,375.0
5335,440.0
5336,365.0
5337,705.0
5338,519.0
5339,517.0
5340,230.0
5341,251.5
5342,477.0
5343,342.5
5344,567.5
5345,215.0
5346,845.0
5347,238.0
5348,765.0
5349,640.0
5350,370.0
5351,581.0
5352,780.0
5353,497.5
5354,270.0
5355,543.0
5356,215.0
5357,476.835
5358,630.0
5359,305.0
5360,432.0
5361,295.0
5362,352.5
5363,565.0
5364,680.0
5365,807.5
5366,234.9
5367,214.995
5368,444.9
5369,380.0
5370,332.0
5371,245.0
5372,1355.0
5373,490.0
5374,329.95
5375,1345.0
5376,385.0
5377,294.0
5378,370.0
5379,307.0
5380,363.0
5381,425.0
5382,457.0
5383,214.95
5384,770.0
5385,296.75
5386,220.0
5387,765.0
5388,705.0
5389,593.0
5390,672.0
5391,801.0
5392,304.0
5393,500.0
5394,270.0
5395,480.0
5396,456.0
5397,595.0
5398,785.0
5399,342.0
5400,1005.0
5401,280.0
5402,303.0
5403,344.95
5404,644.0
5405,329.95
5406,875.515
5407,255.0
5408,545.0
5409,445.0
5410,464.0
5411,630.0
5412,452.5
5413,355.0
5414,704.0
5415,515.0
5416,263.0
5417,645.0
5418,633.0
5419,307.282
5420,439.0
5421,274.95
5422,785.0
5423,730.0
5424,214.95
5425,385.0
5426,515.0
5427,361.2
5428,394.0
5429,91.5
5430,590.0
5431,485.0
5432,355.0
5433,475.0
5434,262.5
5435,340.0
5436,815.0
5437,853.75
5438,300.0
5439,341.0
5440,486.0
5441,650.0
5442,523.38
5443,840.1
5444,796.5
5445,310.0
5446,745.0
5447,192.0
5448,365.0
5449,430.0
5450,735.0
5451,270.0
5452,404.95
5453,194.9
5454,492.0
5455,672.4
5456,475.0
5457,155.0
5458,354.0
5459,695.0
5460,284.5
5461,220.0
5462,324.95
5463,340.0
5464,508.045
5465,922.0
5466,874.0
5467,284.0
5468,615.0
5469,284.0
5470,260.0
5471,755.0
5472,620.0
5473,277.0
5474,274.95
5475,377.5
5476,299.0
5477,625.0
5478,573.0
5479,201.0
5480,1255.0
5481,1305.0
5482,825.0
5483,277.0
5484,590.0
5485,170.0
5486,515.0
5487,235.0
5488,244.95
5489,342.0
5490,315.0
5491,884.95
5492,555.0
5493,228.0
5494,440.0
5495,229.95
5496,245.0
5497,430.0
5498,394.999
5499,396.0
5500,399.95
5501,330.0
5502,540.0
5503,416.0
5504,562.0
5505,495.0
5506,490.0
5507,399.0
5508,168.5
5509,582.5
5510,230.5
5511,1384.9
5512,315.0
5513,355.0
5514,695.0
5515,285.0
5516,435.0
5517,420.0
5518,193.5
5519,773.0
5520,592.1
5521,554.95
5522,783.0
5523,425.0
5524,1485.0
5525,380.0
5526,286.0
5527,340.0
5528,840.0
5529,415.0
5530,774.995
5531,485.0
5532,630.0
5533,889.744
5534,220.0
5535,430.0
5536,470.0
5537,304.0
5538,755.0
5539,254.0
5540,505.0
5541,877.0
5542,580.0
5543,1144.99
5544,277.925
5545,460.0
5546,556.0
5547,349.0
5548,894.95
5549,595.0
5550,175.0
5551,444.95
5552,300.0
5553,818.5
5554,438.5
5555,904.0
5556,380.0
5557,567.0
5558,460.0
5559,455.0
5560,454.95
5561,535.0
5562,430.0
5563,553.0
5564,395.0
5565,550.0
5566,429.9
5567,287.5
5568,261.0
5569,774.995
5570,557.5
5571,360.0
5572,753.0
5573,425.0
5574,870.0
5575,710.0
5576,996.7
5577,255.0
5578,615.36
5579,384.5
5580,658.75
5581,264.0
5582,307.0
5583,329.0
5584,690.0
5585,855.0
5586,445.0
5587,855.0
5588,291.7
5589,1720.0
5590,323.4
5591,540.61
5592,317.0
5593,367.362
5594,504.9
5595,990.0
5596,529.25
5597,578.0
5598,780.0
5599,430.0
5600,258.101
5601,979.35
5602,340.0
5603,803.0
5604,208.0
5605,415.0
5606,490.0
5607,585.0
5608,525.0
5609,351.95
5610,320.0
5611,400.0
5612,655.0
5613,335.0
5614,764.9
5615,344.0
5616,224.95
5617,505.0
5618,625.0
5619,436.0
5620,155.0
5621,659.0
5622,785.0
5623,677.0
5624,535.0
5625,534.0
5626,690.0
5627,295.0
5628,299.0
5629,830.0
5630,489.259
5631,677.8
5632,380.0
5633,721.0
5634,850.0
5635,235.0
5636,424.0
5637,789.0
5638,830.0
5639,475.0
5640,164.0
5641,391.5
5642,850.0
5643,340.0
5644,1905.0
5645,403.0
5646,900.99
5647,340.0
5648,221.0
5649,330.0
5650,615.0
5651,358.0
5652,296.5
5653,252.5
5654,274.0
5655,855.0
5656,380.0
5657,730.0
5658,372.0
5659,420.0
5660,415.0
5661,310.0
5662,384.0
5663,840.0
5664,968.99
5665,455.0
5666,606.0
5667,451.0
5668,380.0
5669,910.0
5670,233.0
5671,554.0
5672,550.8
5673,300.0
5674,520.805
5675,340.0
5676,556.0
5677,230.0
5678,504.95
5679,795.0
5680,414.95
5681,230.0
5682,545.0
5683,565.0
5684,595.0
5685,496.5
5686,545.0
5687,478.0
5688,384.5
5689,456.3
5690,280.0
5691,345.0
5692,484.95
5693,365.0
5694,188.0
5695,1325.0
5696,505.0
5697,602.75
5698,555.0
5699,785.0
5700,600.0
5701,324.99
5702,415.0
5703,735.0
5704,523.0
5705,260.9
5706,815.0
5707,1243.0
5708,287.0
5709,720.0
5710,588.0
5711,350.0
5712,218.675
5713,640.0
5714,265.0
5715,169.808
5716,120.0
5717,239.0
5718,322.0
5719,1955.0
5720,465.0
5721,435.0
5722,2235.0
5723,315.0
5724,1190.0
5725,434.0
5726,329.95
5727,415.0
5728,255.0
5729,683.0
5730,572.0
5731,460.0
5732,767.5
5733,285.0
5734,1305.0
5735,1305.0
5736,345.0
5737,345.0
5738,795.0
5739,658.45
5740,676.5
5741,2255.0
5742,272.5
5743,1754.0
5744,630.0
5745,505.0
5746,679.0
5747,435.0
5748,450.0
5749,235.0
5750,655.0
5751,755.0
5752,554.995
5753,475.0
5754,355.0
5755,352.0
5756,220.0
5757,436.2
5758,461.5
5759,555.0
5760,316.0
5761,597.5
5762,117.0
5763,473.0
5764,306.0
5765,230.0
5766,435.0
5767,265.0
5768,157.0
5769,634.0
5770,304.0
5771,680.0
5772,527.0
5773,370.0
5774,705.0
5775,1725.0
5776,280.0
5777,672.0
5778,330.0
5779,424.0
5780,473.0
5781,670.0
5782,895.9
5783,880.0
5784,215.0
5785,355.0
5786,510.0
5787,210.0
5788,170.0
5789,715.0
5790,691.0
5791,663.5
5792,291.308
5793,529.0
5794,632.0
5795,306.0
5796,502.0
5797,1485.0
5798,172.0
5799,324.0
5800,303.5
5801,440.0
5802,588.8
5803,692.5
5804,280.0
5805,1165.0
5806,305.0
5807,855.0
5808,425.0
5809,430.0
5810,1090.5
5811,187.568
5812,695.0
5813,192.5
5814,246.0
5815,365.0
5816,532.5
5817,224.0
5818,780.0
5819,955.0
5820,1123.0
5821,469.95
5822,463.0
5823,1055.0
5824,1020.0
5825,695.0
5826,595.0
5827,290.0
5828,310.0
5829,345.0
5830,404.9
5831,320.0
5832,504.1
5833,280.0
5834,925.0
5835,474.775
5836,570.0
5837,255.0
5838,187.0
5839,590.0
5840,412.45
5841,975.0
5842,304.0
5843,655.0
5844,376.0
5845,457.0
5846,635.0
5847,545.0
5848,527.5
5849,380.0
5850,930.0
5851,570.0
5852,1355.0
5853,310.24
5854,274.8
5855,522.85
5856,429.0
5857,704.95
5858,656.0
5859,235.0
5860,220.0
5861,220.0
5862,590.0
5863,577.0
5864,255.0
5865,260.5
5866,481.0
5867,635.0
5868,290.0
5869,2405.0
5870,416.0
5871,595.0
5872,630.0
5873,447.5
5874,333.0
5875,512.0
5876,363.99
5877,317.0
5878,540.0
5879,351.95
5880,407.2
5881,973.933
5882,328.0
5883,560.0
5884,346.95
5885,460.8
5886,670.0
5887,310.0
5888,339.55
5889,535.0
5890,845.0
5891,282.0
5892,1325.0
5893,173.0
5894,665.0
5895,492.5
5896,340.0
5897,446.0
5898,755.0
5899,365.0
5900,310.0
5901,405.0
5902,242.502
5903,1400.71
5904,610.0
5905,600.0
5906,445.0
5907,805.0
5908,540.0
5909,1005.0
5910,820.0
5911,945.0
5912,213.0
5913,466.0
5914,320.0
5915,437.5
5916,564.95
5917,272.5
5918,544.9
5919,290.0
5920,315.0
5921,333.0
5922,462.0
5923,353.0
5924,1867.0
5925,232.0
5926,313.55
5927,145.0
5928,585.0
5929,350.0
5930,600.0
5931,210.0
5932,336.292
5933,755.0
5934,285.0
5935,490.0
5936,342.0
5937,755.0
5938,157.0
5939,804.0
5940,595.0
5941,381.5
5942,440.0
5943,548.0
5944,320.0
5945,184.0
5946,3105.0
5947,685.0
5948,790.0
5949,565.0
5950,280.0
5951,311.0
5952,925.0
5953,369.5
5954,854.0
5955,635.0
5956,330.0
5957,254.0
5958,1000.0
5959,428.0
5960,1105.0
5961,305.0
5962,580.0
5963,300.0
5964,554.0
5965,630.0
5966,409.763
5967,870.0
5968,825.0
5969,289.0
5970,424.9
5971,736.1
5972,467.0
5973,319.95
5974,325.0
5975,712.0
5976,414.0
5977,1330.0
5978,314.0
5979,2885.5
5980,445.0
5981,520.0
5982,550.0
5983,215.0
5984,935.0
5985,205.0
5986,280.0
5987,580.0
5988,745.0
5989,415.0
5990,351.29
5991,346.0
5992,505.0
5993,509.975
5994,610.0
5995,517.0
5996,310.0
5997,199.0
5998,605.0
5999,468.0
6000,605.0
6001,345.0
6002,390.0
6003,277.5
6004,452.0
6005,484.2
6006,305.0
6007,1115.0
6008,795.0
6009,602.0
6010,444.99
6011,820.0
6012,345.0
6013,291.0
6014,332.2
6015,1390.0
6016,415.0
6017,463.0
6018,1022.0
6019,620.0
6020,360.0
6021,455.0
6022,630.0
6023,365.0
6024,155.0
6025,380.95
6026,437.1
6027,401.4
6028,363.0
6029,350.0
6030,1195.0
6031,390.0
6032,457.0
6033,1290.0
6034,457.0
6035,280.0
6036,273.5
6037,1283.0
6038,157.275
6039,300.5
6040,270.0
6041,205.0
6042,785.0
6043,574.5
6044,389.0
6045,800.0
6046,600.0
6047,1165.0
6048,430.0
6049,525.0
6050,540.0
6051,315.0
6052,447.5
6053,1155.0
6054,480.0
6055,521.0
6056,380.0
6057,995.0
6058,424.0
6059,450.0
6060,1700.0
6061,261.703
6062,340.0
6063,280.0
6064,540.0
6065,1018.05
6066,189.9
6067,380.0
6068,720.0
6069,780.0
6070,623.0
6071,980.0
6072,487.0
6073,1190.0
6074,229.0
6075,398.0
6076,386.0
6077,462.5
6078,655.0
6079,222.0
6080,880.0
6081,485.0
6082,310.0
6083,305.0
6084,475.0
6085,780.0
6086,365.0
6087,230.0
6088,917.0
6089,615.0
6090,188.0
6091,368.0
6092,1905.0
6093,323.0
6094,730.0
6095,451.0
6096,330.0
6097,395.0
6098,754.95
6099,1310.0
6100,594.0
6101,680.0
6102,265.0
6103,380.0
6104,482.59
6105,385.0
6106,298.0
6107,544.95
6108,1150.0
6109,577.65
6110,293.0
6111,295.0
6112,324.9
6113,1230.0
6114,1265.0
6115,455.0
6116,420.0
6117,270.0
6118,495.0
6119,321.0
6120,715.0
6121,204.95
6122,443.0
6123,280.0
6124,855.0
6125,645.0
6126,331.989
6127,450.0
6128,490.0
6129,228.0
6130,330.0
6131,235.0
6132,354.95
6133,518.0
6134,455.0
6135,1655.0
6136,375.0
6137,177.0
6138,345.0
6139,800.0
6140,654.0
6141,206.0
6142,365.0
6143,295.0
6144,235.0
6145,560.7
6146,465.0
6147,186.0
6148,500.0
6149,655.0
6150,174.5
6151,1279.95
6152,408.9
6153,400.0
6154,422.5
6155,730.0
6156,235.0
6157,434.0
6158,600.0
6159,294.95
6160,420.0
6161,380.0
6162,415.0
6163,405.0
6164,355.0
6165,304.0
6166,165.0
6167,1135.0
6168,610.0
6169,1230.0
6170,595.0
6171,410.0
6172,436.5
6173,704.0
6174,390.0
6175,195.0
6176,410.0
6177,722.55
6178,407.0
6179,410.0
6180,917.0
6181,804.99
6182,500.0
6183,364.95
6184,235.0
6185,447.0
6186,749.0
6187,574.0
6188,450.0
6189,405.0
6190,599.95
6191,280.0
6192,1603.0
6193,710.0
6194,1985.0
6195,965.0
6196,183.0
6197,640.0
6198,725.0
6199,428.8
6200,364.0
6201,359.0
6202,554.0
6203,1355.0
6204,677.6
6205,421.5
6206,325.0
6207,504.95
6208,497.45
6209,440.0
6210,321.0
6211,410.0
6212,413.0
6213,730.5
6214,851.0
6215,250.0
6216,291.0
6217,420.0
6218,417.5
6219,340.5
6220,554.8
6221,195.0
6222,1311.0
6223,730.0
6224,330.0
6225,384.0
6226,565.0
6227,469.5
6228,680.0
6229,815.0
6230,442.0
6231,440.0
6232,488.5
6233,290.0
6234,460.0
6235,2551.0
6236,458.0
6237,675.0
6238,168.8
6239,570.0
6240,1255.0
6241,350.0
6242,252.8
6243,545.0
6244,814.95
6245,558.5
6246,395.0
6247,685.0
6248,390.0
6249,585.0
6250,390.0
6251,845.0
6252,420.0
6253,585.0
6254,455.0
6255,677.324
6256,231.5
6257,530.0
6258,780.0
6259,290.65
6260,126.8
6261,389.5
6262,270.0
6263,610.0
6264,5575.0
6265,320.0
6266,685.0
6267,279.95
6268,493.0
6269,390.1
6270,405.0
6271,295.0
6272,869.327
6273,575.0
6274,555.0
6275,447.0
6276,329.747
6277,215.0
6278,330.0
6279,624.0
6280,1245.42
6281,584.0
6282,333.0
6283,840.0
6284,773.0
6285,612.5
6286,265.6
6287,588.0
6288,344.989
6289,903.5
6290,455.0
6291,330.0
6292,445.0
6293,380.0
6294,372.4
6295,561.0
6296,380.0
6297,621.5
6298,335.0
6299,274.5
6300,429.0
6301,477.217
6302,480.0
6303,792.5
6304,234.5
6305,820.0
6306,947.0
6307,335.0
6308,365.0
6309,474.995
6310,422.0
6311,755.0
6312,260.0
6313,834.995
6314,576.0
6315,340.0
6316,505.0
6317,1405.0
6318,765.0
6319,405.0
6320,839.995
6321,205.0
6322,448.5
6323,543.5
6324,265.0
6325,1005.0
6326,330.0
6327,312.635
6328,785.5
6329,367.5
6330,695.0
6331,456.0
6332,796.5
6333,440.0
6334,813.0
6335,457.0
6336,880.0
6337,353.0
6338,430.0
6339,305.0
6340,1355.0
6341,274.0
6342,245.0
6343,695.0
6344,255.0
6345,780.0
6346,635.0
6347,435.0
6348,304.0
6349,407.0
6350,442.0
6351,790.0
6352,1000.5
6353,500.0
6354,785.0
6355,559.0
6356,240.0
6357,400.0
6358,190.0
6359,404.95
6360,1304.89
6361,974.0
6362,455.0
6363,955.0
6364,418.565
6365,930.0
6366,405.0
6367,420.0
6368,557.5
6369,1455.0
6370,1405.0
6371,684.9
6372,724.0
6373,284.0
6374,765.0
6375,359.0
6376,225.0
6377,370.0
6378,580.0
6379,459.8
6380,215.0
6381,965.0
6382,166.0
6383,324.9
6384,655.0
6385,255.0
6386,810.0
6387,299.0
6388,174.0
6389,557.5
6390,242.0
6391,609.0
6392,293.0
