index,id,date,bedrooms_number,batchrooms_number,square_footage_home,square_footage_lot,floors_number,has_waterfront,has_been_viewed,condition_quality,housing_unity_grade,square_footage_except_basement,square_footage_only_basement,build_year,renovation_year,coordinate_latitude,coordinate_longitude,square_footage_home_old,square_footage_lot_old
3952,21176,2014-07-01,6,2.75,2630,9420,2.0,0,0,5,9,2510,120,1900,0,200.6695,4.662999999999997,1540,4969
3953,7985,2014-07-01,4,3.25,4350,112750,1.0,0,0,3,9,2200,2150,2006,0,200.5435,5.033999999999992,2180,223027
3954,2303,2014-07-01,3,2.75,3890,7216,2.0,0,1,3,8,3260,630,1967,2010,200.5445,4.733999999999995,2490,9920
3955,20886,2014-07-01,3,2.5,2375,4094,2.0,0,0,3,9,2375,0,2002,0,200.6627,4.9140000000000015,2095,4442
3956,10780,2014-07-01,3,2.25,1640,3896,2.0,0,0,3,8,1640,0,1994,0,200.56889999999999,4.994,1780,3999
3957,8840,2014-07-01,3,2.0,1770,7000,1.0,0,0,3,7,1770,0,1986,0,200.3321,4.73899999999999,1510,10462
3958,13698,2014-07-01,5,3.25,3130,12087,2.0,0,0,3,8,2180,950,1975,0,200.5336,4.947999999999993,2410,10350
3959,10797,2014-07-01,3,2.25,1460,941,3.0,0,0,3,8,1460,0,2006,0,200.7145,4.643999999999991,1490,1399
3960,15094,2014-07-01,2,2.5,1050,1029,2.0,0,0,3,8,950,100,2007,0,200.6018,4.701000000000008,1350,3600
3961,3102,2014-07-01,4,3.5,3400,3850,2.5,0,0,3,10,2790,610,2008,0,200.6258,4.697999999999993,2030,4000
3962,7530,2014-07-01,1,0.75,370,1801,1.0,0,0,5,5,370,0,1923,0,200.6778,4.611000000000004,1340,5000
3963,9495,2014-07-01,3,3.25,3140,5445,2.0,0,3,4,10,2240,900,1913,0,200.6406,4.652999999999992,2950,5250
3964,11401,2014-07-01,4,2.5,2440,11005,2.0,0,0,3,9,2440,0,1994,0,200.5318,4.823999999999998,2590,14754
3965,18291,2014-07-01,3,1.5,1620,9310,1.0,0,0,4,7,1620,0,1967,0,200.3665,4.8929999999999865,1610,10640
3966,13727,2014-07-01,2,2.25,1540,965,3.0,0,0,3,9,1540,0,2007,0,200.6181,4.682000000000002,1410,964
3967,21354,2014-07-01,4,1.0,1630,2566,1.5,0,0,3,7,1630,0,1921,0,200.6183,4.700000000000003,1220,2314
3968,17224,2014-07-01,5,5.5,5190,12637,2.0,0,2,3,11,5190,0,2001,0,200.5424,5.127999999999986,3840,12637
3969,1771,2014-07-01,5,5.5,7050,42840,1.0,0,2,4,13,4320,2730,1978,0,200.62290000000002,4.780000000000001,5070,20570
3970,8054,2014-07-01,2,1.0,910,2002,1.5,0,0,3,6,910,0,1900,0,200.6188,4.694000000000003,1190,1208
3971,11253,2014-07-01,3,2.5,2620,51354,2.0,0,0,3,9,2620,0,1998,0,200.7211,4.972000000000008,2620,37042
3972,6153,2014-07-01,5,3.25,3350,4000,2.0,0,0,4,8,2510,840,1997,0,200.6645,4.709000000000003,1620,4000
3973,17439,2014-07-01,3,2.5,1950,5689,2.0,0,0,3,7,1950,0,2009,0,200.5158,5.1270000000000095,2190,5653
3974,8875,2014-07-01,4,1.5,1550,5053,1.0,0,0,4,7,1180,370,1963,0,200.5499,4.725999999999999,1450,5639
3975,5849,2014-07-01,3,1.0,1200,8514,1.0,0,0,3,7,1200,0,1959,0,200.2043,4.992000000000004,1210,8985
3976,239,2014-07-01,4,1.0,1410,3376,1.5,0,0,5,7,1410,0,1911,0,200.6606,4.635000000000005,1040,3600
3977,15176,2014-07-01,2,2.5,2510,14878,2.0,0,0,3,10,2510,0,1990,0,200.7525,4.795000000000002,3080,13594
3978,2827,2014-07-01,3,1.75,1860,6000,2.0,0,2,4,8,1860,0,1959,0,200.5981,4.712000000000003,3030,7119
3979,7443,2014-07-01,4,1.75,2550,8976,1.0,0,0,5,7,1300,1250,1978,0,200.42860000000002,4.820999999999998,2220,9477
3980,7289,2014-07-01,2,2.5,1160,1458,2.0,0,0,3,8,1040,120,2012,0,200.6384,4.6270000000000095,1650,2311
3981,7098,2014-07-01,3,2.5,1450,1053,2.0,0,0,3,8,940,510,2008,0,200.6754,4.626000000000005,1410,1080
3982,2481,2014-07-01,3,2.75,2090,9620,1.0,0,0,3,8,1340,750,1987,0,200.2741,4.662999999999997,2150,9660
3983,3400,2014-07-01,4,2.75,2910,6334,2.0,0,0,3,8,2910,0,2013,0,200.4826,5.228999999999999,2790,6352
3984,18082,2014-07-01,4,2.5,2300,6087,2.0,0,0,3,7,2300,0,2001,0,200.5125,4.807999999999993,1770,5907
3985,15524,2014-07-01,4,2.5,2180,10140,1.0,0,0,4,7,1180,1000,1968,0,200.6822,4.888999999999996,1840,9375
3986,3669,2014-07-01,4,2.5,3350,46748,2.0,0,0,3,10,3350,0,2004,0,200.3432,4.974999999999994,3350,39683
3987,13789,2014-07-01,3,2.5,3660,39478,2.0,0,2,4,9,3260,400,1989,0,200.2413,5.027999999999992,2700,38312
3988,11325,2014-07-01,5,2.25,2980,7781,1.0,0,0,3,9,1580,1400,1960,0,200.7048,4.721000000000004,2310,7781
3989,17853,2014-07-01,3,2.0,1270,3600,1.0,0,0,3,7,1270,0,1963,0,200.6099,4.702999999999989,1660,3600
3990,7515,2014-07-01,4,1.75,2130,5080,1.5,0,0,3,8,2130,0,1914,1993,200.6427,4.6370000000000005,1900,5080
3991,16761,2014-07-01,2,1.0,1080,7775,1.0,0,0,3,6,1080,0,1955,0,200.5447,4.606000000000009,1730,7350
3992,20206,2014-07-01,3,2.5,2390,1984,2.0,0,0,3,8,2220,170,2008,0,200.5405,4.972999999999999,2150,1984
3993,13674,2014-07-01,3,1.75,1040,9000,1.0,0,0,4,7,1040,0,1967,0,200.52530000000002,4.957000000000008,1750,10878
3994,6627,2014-07-01,3,2.25,3530,17450,1.0,1,3,3,9,1840,1690,1930,1993,200.5358,4.787000000000006,3530,17310
3995,12103,2014-07-01,4,2.75,2970,12750,1.5,0,1,4,7,2130,840,1918,1986,200.6135,4.787000000000006,1980,15300
3996,2939,2014-07-01,3,2.5,2530,13446,2.0,0,0,3,9,2530,0,1993,0,200.7345,5.0390000000000015,2450,13446
3997,178,2014-07-01,3,2.25,1660,5128,2.0,0,0,3,7,1660,0,2001,0,200.7362,5.032999999999987,1680,4652
3998,12645,2014-07-01,4,2.5,2303,3826,2.0,0,0,3,8,2303,0,2006,0,200.32580000000002,4.834999999999994,2516,4500
3999,12545,2014-07-01,3,3.5,2080,5100,2.0,0,0,3,8,2080,0,2004,0,200.35,4.9950000000000045,2080,5100
4000,4598,2014-07-01,3,1.5,1300,19163,1.0,0,0,3,7,1300,0,1964,0,200.6686,4.847000000000008,1590,9744
4001,7182,2014-07-01,2,1.0,1050,5000,1.0,0,0,5,7,1050,0,1907,0,200.66989999999998,4.631,1340,5000
4002,1732,2014-07-01,4,3.5,3770,8501,2.0,0,0,3,10,3770,0,2008,0,200.6744,4.804000000000002,1520,9660
4003,17206,2014-07-01,3,1.0,1150,6000,1.5,0,0,3,7,1150,0,1927,0,200.4963,5.212999999999994,1210,7700
4004,4562,2014-07-01,3,1.75,1110,9012,1.0,0,0,4,7,1110,0,1966,0,200.6563,4.869,1800,8679
4005,14828,2014-07-01,5,2.5,3290,5029,2.0,0,0,3,8,3290,0,2004,0,200.5773,4.944000000000003,2990,6441
4006,18277,2014-07-01,4,2.5,1970,6600,2.0,0,0,3,7,1970,0,1987,0,200.3491,4.832000000000008,1970,7682
4007,355,2014-07-01,4,2.5,2590,8483,2.0,0,0,3,9,2590,0,1991,0,200.738,4.778999999999996,2660,8717
4008,19688,2014-07-01,4,3.0,2890,6885,1.0,0,0,3,7,1590,1300,1945,2015,200.6763,4.717999999999989,2180,6885
4009,16550,2014-07-01,4,2.5,4570,16015,2.0,0,2,3,11,4570,0,1990,0,200.6246,4.932999999999993,4490,17668
4010,9200,2014-07-01,3,2.0,1190,4072,1.5,0,0,5,6,1190,0,1907,0,200.5276,4.725999999999999,1680,5850
4011,19910,2014-07-01,4,3.0,2130,6325,1.0,0,0,5,7,1440,690,1948,0,200.5683,4.603999999999999,1240,6325
4012,5090,2014-07-01,5,2.25,3740,32481,1.5,0,0,3,8,2240,1500,1958,0,200.3965,4.686000000000007,2040,11398
4013,1557,2014-07-01,3,2.25,1920,9680,1.0,0,0,4,7,1300,620,1961,0,200.412,4.805000000000007,1500,9516
4014,3308,2014-07-01,3,1.75,1400,13775,1.0,0,0,3,8,1400,0,1963,0,200.7413,4.741,2200,10450
4015,4123,2014-07-01,4,2.5,3340,10422,2.0,0,0,3,10,3340,0,1996,0,200.6515,4.802999999999997,1770,9490
4016,4451,2014-07-01,3,1.75,1170,8239,1.0,0,0,3,7,1170,0,1981,0,200.3679,4.912000000000006,1180,7866
4017,21303,2014-07-01,4,1.75,1430,4096,2.0,0,0,3,7,1430,0,1900,0,200.60399999999998,4.694000000000003,1640,3377
4018,12111,2014-07-01,3,1.75,1750,7020,2.0,0,0,3,7,1750,0,1934,1978,200.3264,4.962000000000003,1170,9546
4019,14948,2014-07-01,4,2.5,1820,20011,2.0,0,0,3,8,1820,0,1987,0,200.5842,4.954999999999998,2710,33915
4020,511,2014-07-01,5,3.5,3840,8279,2.0,0,0,3,9,3840,0,2001,0,200.6039,4.9410000000000025,3570,8279
4021,19201,2014-07-01,4,1.5,2550,5055,2.0,0,0,4,10,2550,0,1910,0,200.636,4.698999999999998,1970,4431
4022,15913,2014-07-01,4,2.5,2530,5048,2.0,0,0,3,8,2530,0,2014,0,200.3559,4.937000000000012,2530,4359
4023,9069,2014-07-01,3,2.0,2500,4080,1.5,0,0,5,7,1680,820,1922,0,200.6813,4.653999999999996,1550,3060
4024,12105,2014-07-01,3,1.0,1640,12855,1.5,0,0,5,6,1500,140,1920,0,200.6169,4.787999999999997,2190,11262
4025,10447,2014-07-01,4,2.5,2701,4500,2.0,0,0,3,9,2701,0,2014,0,200.2586,4.805999999999997,2570,4800
4026,10006,2014-07-01,4,1.75,1420,5000,1.5,0,0,4,7,1420,0,1945,0,200.6771,4.602999999999994,1490,5000
4027,20040,2014-07-01,3,2.0,1410,6413,1.0,0,0,4,7,910,500,1947,0,200.6826,4.702000000000012,1330,6050
4028,346,2014-07-01,3,2.5,2010,7200,2.0,0,0,3,8,2010,0,1994,0,200.7372,4.777000000000001,1970,7202
4029,15335,2014-07-01,4,1.0,1580,8475,1.5,0,2,4,7,1580,0,1928,0,200.5104,4.746000000000009,1700,5650
4030,4144,2014-07-01,4,2.5,2840,12866,1.0,0,0,4,9,1780,1060,1977,0,200.6388,4.832999999999998,2840,13209
4031,15012,2014-07-01,3,2.0,1240,11172,1.0,0,0,3,7,1000,240,1984,0,200.6364,4.962999999999994,1330,14102
4032,1823,2014-07-01,4,1.75,1700,5846,1.0,0,0,3,8,1700,0,1957,0,200.6539,4.592000000000013,1480,5177
4033,9625,2014-07-01,3,1.75,2050,9580,1.0,0,0,3,8,1400,650,1984,0,200.6212,4.962000000000003,1740,11952
4034,8509,2014-07-01,4,3.5,4270,5800,2.0,0,3,5,10,3170,1100,1937,0,200.6474,4.588999999999999,3100,5800
4035,15494,2014-07-01,3,1.75,1990,9594,1.0,0,0,3,8,1190,800,1977,0,200.6617,4.8629999999999995,1930,9765
4036,16984,2014-07-01,4,2.25,2500,8866,2.0,0,0,4,9,2500,0,1987,0,200.6604,4.853999999999999,2630,8847
4037,8441,2014-07-01,2,1.0,770,7906,1.0,0,0,4,6,770,0,1948,0,200.76600000000002,4.680000000000007,990,7906
4038,15600,2014-07-01,4,3.5,4080,10666,2.0,0,0,3,9,4080,0,2005,0,200.6818,4.977000000000004,3920,8154
4039,6422,2014-07-01,2,1.0,800,2280,1.0,0,0,5,6,800,0,1946,0,200.65879999999999,4.637999999999991,1310,4200
4040,4874,2014-07-01,2,1.0,950,4500,1.0,0,2,3,7,850,100,1926,0,200.6562,4.646000000000001,1670,4000
4041,7925,2014-07-01,2,2.25,2130,4920,1.5,0,4,4,7,1530,600,1941,0,200.573,4.591000000000008,2130,4920
4042,14854,2014-07-01,4,2.75,3770,10900,2.0,0,2,5,9,3070,700,1924,0,200.5849,4.709999999999994,3000,5000
4043,795,2014-07-01,3,3.5,3830,221284,2.0,0,0,3,10,3530,300,1993,0,200.76409999999998,4.977000000000004,2920,148539
4044,15086,2014-07-01,1,1.0,590,833,1.0,0,0,4,7,590,0,1926,0,200.6082,4.701000000000008,780,1617
4045,13865,2014-07-01,4,2.75,2200,9778,1.0,0,0,4,8,1100,1100,1962,0,200.5472,4.823999999999998,2140,11321
4046,9104,2014-07-01,3,1.75,1400,9546,1.0,0,0,4,7,1400,0,1984,0,200.3179,4.668999999999997,1660,8550
4047,12742,2014-07-01,4,2.5,2600,7200,2.0,0,0,3,7,2600,0,1962,2002,200.6944,4.725999999999999,1790,6175
4048,1277,2014-07-01,3,2.5,1680,11312,1.0,0,0,3,7,1080,600,1959,0,200.5051,4.656000000000006,1390,10700
4049,16407,2014-07-01,3,2.25,1710,21485,2.0,0,0,3,7,1710,0,1989,0,200.6198,4.947000000000003,1680,21485
4050,19808,2014-07-01,3,2.25,2880,9750,2.0,0,0,3,10,2880,0,1989,0,200.5575,4.881,2920,11090
4051,4165,2014-07-01,4,4.75,3970,9778,2.0,0,2,4,11,3390,580,1928,0,200.6312,4.634,3970,8460
4052,5743,2014-07-01,3,2.5,1530,3210,1.5,0,0,5,7,1010,520,1928,0,200.6913,4.6070000000000135,1330,4410
4053,2677,2014-07-01,3,2.25,1600,45613,2.0,0,0,4,8,1600,0,1983,0,200.7523,4.882999999999996,2320,43005
4054,5974,2014-07-01,3,1.75,2530,35150,1.0,0,0,4,7,1800,730,1977,0,200.3913,4.878999999999991,2460,36386
4055,12516,2014-07-01,4,2.5,1830,9601,2.0,0,0,3,7,1830,0,2003,0,200.35410000000002,4.984999999999999,1830,5892
4056,15557,2014-07-01,4,2.75,3990,6637,2.0,0,0,3,9,3990,0,2003,0,200.6835,4.954999999999998,3500,7074
4057,9019,2014-07-01,2,1.0,900,13531,1.0,0,0,3,6,900,0,1979,0,200.2616,4.748999999999995,1767,8308
4058,6342,2014-07-01,3,2.0,2570,28500,1.0,0,0,3,9,1970,600,1983,0,200.7318,4.862000000000009,3070,32400
4059,14377,2014-07-01,2,1.0,860,6050,1.0,0,0,3,7,860,0,1952,0,200.5697,4.599999999999994,1130,6050
4060,2180,2014-07-01,3,1.0,1090,10710,1.0,0,0,4,7,1090,0,1962,0,200.5,4.831000000000003,1090,10440
4061,4879,2014-07-02,4,2.0,1660,4800,1.5,0,0,3,7,1660,0,1922,0,200.6556,4.655000000000001,1660,4800
4062,5971,2014-07-02,5,2.5,2450,6994,2.0,0,0,3,8,2450,0,2002,0,200.3572,4.807999999999993,1940,6035
4063,9763,2014-07-02,4,3.25,4040,18916,1.0,0,0,4,9,4040,0,1954,0,200.6155,4.7620000000000005,3000,18831
4064,13625,2014-07-02,5,2.5,2950,5500,1.5,0,0,5,7,1720,1230,1918,0,200.5785,4.707000000000008,2200,5000
4065,17495,2014-07-02,2,2.5,3180,9400,2.0,0,4,5,10,2610,570,1985,0,200.5617,4.842000000000013,3760,9450
4066,16011,2014-07-02,3,2.5,2242,4500,2.0,0,0,3,8,2242,0,2014,0,200.2583,4.802000000000007,2009,4500
4067,3445,2014-07-02,2,1.0,1050,6600,1.5,0,0,3,6,1050,0,1964,0,200.4828,4.676000000000002,1330,6600
4068,9351,2014-07-02,4,2.0,2100,13468,1.0,0,0,5,7,1050,1050,1962,0,200.7139,4.707999999999998,1470,8675
4069,20920,2014-07-02,3,1.75,2330,12141,1.0,0,0,3,7,1390,940,1983,0,200.76069999999999,4.853999999999999,1850,12141
4070,12461,2014-07-02,4,2.75,2160,5005,1.0,0,0,3,7,1430,730,1987,0,200.6971,4.697999999999993,1770,5326
4071,20841,2014-07-02,3,2.5,2390,34041,1.0,0,0,3,8,1840,550,1984,0,200.3546,4.918999999999997,2460,35686
4072,1274,2014-07-02,5,1.0,1590,6700,1.5,0,0,3,6,1090,500,1942,0,200.5075,4.650000000000006,1370,8040
4073,3323,2014-07-02,3,1.0,1580,7424,1.0,0,0,3,7,1010,570,1962,0,200.4607,4.8289999999999935,1710,7772
4074,2589,2014-07-02,3,2.25,1900,3960,1.5,0,0,3,8,1200,700,1905,0,200.6122,4.702000000000012,1310,3960
4075,17202,2014-07-02,3,3.0,3700,10375,2.0,0,0,3,9,3700,0,1982,0,200.42860000000002,4.709000000000003,2130,9132
4076,9282,2014-07-02,2,1.5,800,2119,2.0,0,0,3,7,800,0,2008,0,200.554,4.637999999999991,1020,4800
4077,13888,2014-07-02,5,6.25,8020,21738,2.0,0,0,3,11,8020,0,2001,0,200.5675,4.811000000000007,4160,18969
4078,13703,2014-07-02,3,1.75,2680,8625,1.0,0,0,5,8,1590,1090,1974,0,200.5316,4.944000000000003,2620,14275
4079,10676,2014-07-02,4,2.5,2190,9880,1.0,0,0,4,8,1410,780,1979,0,200.6926,4.813999999999993,2190,9198
4080,10270,2014-07-02,4,2.0,2430,8960,1.0,0,0,3,7,1430,1000,1960,0,200.49790000000002,4.7679999999999865,2430,8960
4081,1826,2014-07-02,4,2.5,2050,5787,2.0,0,0,3,7,2050,0,2002,0,200.3527,4.685000000000002,2030,6615
4082,9473,2014-07-02,3,3.0,2470,7410,2.0,0,0,5,8,1860,610,1977,0,200.6937,4.60799999999999,2390,7800
4083,6652,2014-07-02,3,2.25,1550,5511,2.0,0,0,3,8,1550,0,1987,0,200.6946,4.814999999999998,1620,5511
4084,4979,2014-07-02,3,3.5,4660,5500,2.0,0,4,5,10,3040,1620,1909,0,200.6465,4.680999999999997,2980,5500
4085,3636,2014-07-02,3,1.75,1490,1036,2.0,0,0,3,10,1090,400,2008,0,200.65879999999999,4.597000000000008,1460,1206
4086,3974,2014-07-02,4,1.75,2610,21600,1.0,0,0,4,8,2610,0,1966,0,200.6245,4.772999999999996,2920,20330
4087,2149,2014-07-02,3,2.25,2080,12134,1.0,0,0,4,8,1530,550,1973,0,200.63150000000002,4.897999999999996,2320,12400
4088,17763,2014-07-02,4,2.5,3002,6042,2.0,0,0,3,8,3002,0,2004,0,200.4231,4.813999999999993,2566,6390
4089,18429,2014-07-02,2,1.0,900,9260,1.0,0,0,3,7,900,0,1946,0,200.6695,4.640000000000001,1230,6913
4090,12994,2014-07-02,2,1.5,830,1858,2.0,0,0,3,7,830,0,2005,0,200.5828,4.686000000000007,1480,3030
4091,16065,2014-07-02,2,1.0,1010,11919,1.0,0,0,3,6,1010,0,1947,0,200.7461,4.677999999999997,1220,11240
4092,6041,2014-07-02,3,4.5,3850,62726,2.0,0,0,3,10,3120,730,2013,0,200.6735,4.942000000000007,2630,46609
4093,21100,2014-07-02,3,2.25,1450,4050,2.0,0,0,3,7,1450,0,2010,0,200.367,4.981000000000009,1660,3800
4094,6920,2014-07-02,4,1.75,1880,3720,1.5,0,0,4,7,1880,0,1924,0,200.6431,4.643999999999991,2090,4095
4095,20251,2014-07-02,4,2.25,2430,4748,1.5,0,0,3,8,1630,800,1928,0,200.5904,4.611000000000004,2430,4748
4096,4766,2014-07-02,3,1.5,1760,4000,2.0,0,0,3,8,1760,0,1922,0,200.6401,4.680000000000007,1760,4000
4097,7779,2014-07-02,3,2.25,1920,7738,1.0,0,0,3,8,1520,400,1965,0,200.4562,4.670000000000002,2170,8452
4098,10908,2014-07-02,4,3.0,1940,8170,1.0,0,0,4,7,1940,0,1948,0,200.7381,4.697999999999993,1310,8169
4099,12806,2014-07-02,3,2.0,1340,7200,1.5,0,0,4,7,1340,0,1923,0,200.5601,4.734999999999999,1630,5760
4100,2997,2014-07-02,4,2.25,2940,48788,1.0,0,0,5,7,1520,1420,1961,0,200.7422,4.7549999999999955,2470,14900
4101,10098,2014-07-02,4,2.0,2370,76665,2.0,0,0,4,8,2370,0,1978,0,200.2831,4.721000000000004,2110,19334
4102,8258,2014-07-02,4,2.25,1680,3179,2.0,0,0,3,8,1680,0,2002,0,200.32580000000002,4.813999999999993,1678,3590
4103,20454,2014-07-02,3,2.5,1840,9900,1.0,0,0,3,9,1840,0,1978,0,200.6131,4.8489999999999895,2730,9900
4104,5179,2014-07-02,3,2.25,1520,7199,2.0,0,0,4,7,1520,0,1992,0,200.3492,4.966000000000008,1410,6751
4105,17230,2014-07-02,5,2.5,2160,7737,2.0,0,0,3,7,2160,0,1998,0,200.5381,5.127999999999986,2460,7737
4106,19673,2014-07-02,4,2.5,1540,1870,2.0,0,0,3,8,1540,0,2014,0,200.5524,5.001000000000005,1540,1619
4107,7580,2014-07-02,3,1.75,1540,3000,1.0,0,2,3,7,770,770,1920,0,200.6769,4.640000000000001,1420,4200
4108,15213,2014-07-02,4,2.25,1950,5950,1.0,0,0,3,8,1330,620,1947,0,200.639,4.652999999999992,2600,5593
4109,5160,2014-07-02,4,1.75,1440,13296,1.0,0,0,4,8,1440,0,1967,0,200.634,4.7960000000000065,3520,10802
4110,4206,2014-07-02,4,2.0,1620,7992,2.0,0,0,4,7,1620,0,1975,0,200.395,4.823999999999998,1710,7500
4111,6009,2014-07-02,2,1.5,1570,3600,1.5,0,2,4,7,1320,250,1906,0,200.6366,4.6370000000000005,2140,3600
4112,490,2014-07-02,4,2.5,4080,18362,2.0,0,2,4,11,4080,0,1983,0,200.6344,4.786000000000001,4080,19991
4113,819,2014-07-02,3,2.25,1320,1800,2.0,0,0,3,7,1320,0,1994,0,200.6081,4.7109999999999985,2010,4500
4114,14677,2014-07-02,3,2.0,1660,15050,1.0,0,0,3,7,1260,400,1983,0,200.7203,4.805999999999997,1660,7320
4115,9549,2014-07-02,4,2.5,2120,4558,2.0,0,0,3,7,2120,0,2002,0,200.3795,4.977999999999994,2370,5506
4116,293,2014-07-02,4,2.5,2105,6093,2.0,0,0,3,8,2105,0,2003,0,200.35309999999998,4.852999999999994,1930,8022
4117,15281,2014-07-02,2,1.75,1530,3503,1.0,0,1,4,7,830,700,1916,0,200.6368,4.628999999999991,1280,1531
4118,3399,2014-07-02,4,2.75,2620,6178,2.0,0,0,3,8,2620,0,2013,0,200.4823,5.228999999999999,2790,6538
4119,15175,2014-07-02,4,3.0,3550,12327,1.5,0,0,4,10,2180,1370,1990,0,200.7533,4.795000000000002,3170,12937
4120,8128,2014-07-02,3,2.5,2490,23891,2.0,0,0,3,9,2490,0,1993,0,200.6716,4.971000000000004,2900,34705
4121,15111,2014-07-02,3,2.5,3280,10302,1.0,0,0,3,10,1680,1600,1970,0,200.6948,4.713999999999999,1550,6300
4122,12298,2014-07-02,4,2.0,2090,10800,1.0,0,0,4,7,2090,0,1951,0,200.5759,4.777000000000001,2090,10800
4123,18578,2014-07-02,3,2.5,2280,2502,2.0,0,0,3,8,1880,400,2006,0,200.53640000000001,4.927000000000007,2280,2812
4124,3384,2014-07-02,3,1.75,1730,7416,1.5,0,0,3,7,1730,0,1954,0,200.76,4.6510000000000105,1390,6490
4125,7971,2014-07-02,5,2.25,2570,13054,1.0,0,1,3,8,1470,1100,1950,1992,200.4487,4.647999999999996,2570,19807
4126,1794,2014-07-02,3,1.75,2270,11472,1.0,0,0,4,7,1370,900,1956,0,200.7057,4.626000000000005,2270,8340
4127,2206,2014-07-02,4,3.5,3390,3979,2.0,0,0,3,9,2610,780,2014,0,200.6482,4.592000000000013,3350,4165
4128,19432,2014-07-02,4,2.5,1850,5444,2.0,0,0,5,7,1850,0,1981,0,200.7227,4.840000000000003,1540,5000
4129,14812,2014-07-02,3,2.0,1110,7231,1.0,0,0,4,7,1110,0,1991,0,200.40359999999998,4.8089999999999975,1550,7245
4130,15288,2014-07-02,6,4.5,3830,4800,3.0,0,0,3,9,3050,780,1919,2004,200.6404,4.638999999999996,1990,4800
4131,14889,2014-07-02,3,1.0,1520,9030,1.0,0,0,3,7,1520,0,1956,0,200.587,4.866,1470,8712
4132,15142,2014-07-02,4,3.5,2500,3080,2.0,0,0,3,8,1810,690,2008,0,200.6749,4.859999999999999,2060,3295
4133,5877,2014-07-02,4,2.5,2890,7798,2.0,0,0,3,9,2890,0,2005,0,200.5456,4.871000000000009,3300,30950
4134,16025,2014-07-02,4,2.5,1954,4805,2.0,0,0,3,8,1954,0,2005,0,200.4297,4.810000000000002,1714,3259
4135,5433,2014-07-02,2,1.0,1500,4000,1.0,0,0,3,8,1100,400,1933,0,200.6409,4.647000000000006,1980,4000
4136,19110,2014-07-02,2,1.0,2160,12960,1.0,0,0,3,7,1360,800,1968,0,200.4702,4.73899999999999,2070,12960
4137,2146,2014-07-02,3,2.5,1900,7984,2.0,0,0,3,8,1900,0,1993,0,200.7433,4.805999999999997,2650,9352
4138,10247,2014-07-02,2,1.0,700,3000,1.0,0,0,4,6,700,0,1918,0,200.6846,4.653999999999996,1560,4500
4139,5612,2014-07-02,2,1.0,1310,7128,1.0,0,0,4,7,940,370,1980,0,200.3958,4.811000000000007,1400,7161
4140,14442,2014-07-02,4,1.75,2400,7700,1.5,0,0,4,7,1500,900,1927,0,200.7125,4.667999999999992,1530,7700
4141,20313,2014-07-02,3,3.75,2670,6517,2.5,0,4,4,8,2020,650,1977,0,200.5702,4.6200000000000045,2010,6073
4142,19817,2014-07-02,5,3.25,3760,9792,2.0,0,0,3,9,2550,1210,1984,0,200.5654,4.885000000000005,2960,16500
4143,15100,2014-07-02,4,2.5,2040,7260,2.0,0,0,4,7,2040,0,1963,0,200.7399,4.667999999999992,2040,7360
4144,12852,2014-07-02,5,1.0,1870,7800,1.0,0,0,3,7,1580,290,1962,0,200.5127,4.679000000000002,1740,7808
4145,21250,2014-07-02,3,3.0,1820,1641,3.0,0,0,3,8,1540,280,2006,0,200.6482,4.64200000000001,1720,1501
4146,5193,2014-07-02,3,2.0,1470,10052,1.0,0,0,4,8,1470,0,1956,0,200.726,4.6839999999999975,1480,9780
4147,14629,2014-07-02,3,1.75,1200,24805,1.0,0,0,3,6,1200,0,1984,0,200.4236,4.805000000000007,2150,4339
4148,9719,2014-07-02,4,2.5,1780,6000,2.0,0,0,3,7,1780,0,1991,0,200.3828,4.697999999999993,1630,6000
4149,4599,2014-07-02,5,2.0,2190,9072,1.0,0,0,5,7,1110,1080,1965,0,200.6696,4.850999999999999,1660,8327
4150,21181,2014-07-02,5,2.25,2900,10300,1.0,0,0,3,8,1450,1450,1985,0,200.5461,4.8489999999999895,2310,10300
4151,13120,2014-07-03,3,1.5,1810,5080,1.0,0,0,3,7,1030,780,1958,0,200.68189999999998,4.712999999999994,1780,7620
4152,7423,2014-07-03,2,1.0,1190,6200,1.0,0,0,3,7,1190,0,1948,0,200.7634,4.659999999999997,1470,7800
4153,15929,2014-07-03,4,3.75,5070,60123,2.0,0,0,3,11,5070,0,2000,0,200.6567,4.996000000000009,4920,101930
4154,17744,2014-07-03,4,2.75,2640,35070,1.5,0,0,3,8,2640,0,1963,0,200.42419999999998,4.819000000000003,2520,34986
4155,20172,2014-07-03,2,1.0,860,5040,1.0,0,0,3,7,860,0,1956,0,200.6977,4.635000000000005,1570,5040
4156,1529,2014-07-03,3,2.5,2780,33503,1.5,0,1,4,8,2110,670,1969,0,200.58440000000002,4.918999999999997,3150,15542
4157,4098,2014-07-03,4,1.75,2600,11325,1.0,0,0,4,7,1610,990,1969,0,200.3954,4.793999999999997,1720,11088
4158,18762,2014-07-03,5,2.25,3000,13899,2.0,0,0,4,8,3000,0,1975,0,200.6373,4.894999999999996,2270,10763
4159,11583,2014-07-03,3,2.5,1520,3593,2.0,0,0,3,7,1520,0,2004,0,200.3842,4.957999999999998,1610,3612
4160,9134,2014-07-03,4,3.25,3930,10929,2.0,0,0,3,10,3930,0,2006,0,200.6259,4.805999999999997,1780,9999
