index,id,bedrooms_number,batchrooms_number,square_footage_home,square_footage_lot,floors_number,has_waterfront,has_been_viewed,condition_quality,housing_unity_grade,square_footage_except_basement,square_footage_only_basement,build_year,renovation_year,coordinate_latitude,coordinate_longitude,square_footage_home_old,square_footage_lot_old,dayofweek,day,month
1598,13916,3,2.5,2250,3757,2.0,0,0,3,7,2250,0,2006,0,200.4787,4.871000000000009,2250,4556,2,28,5
1599,14197,3,2.5,2810,5400,2.0,0,0,3,9,2810,0,2005,0,200.7065,4.882000000000005,2870,5400,2,28,5
1600,5281,3,1.75,1300,4127,1.0,0,0,4,6,650,650,1918,1953,200.5353,4.647999999999996,1420,4000,2,28,5
1601,12919,2,1.5,880,1157,2.0,0,0,3,7,880,0,2007,0,200.5188,4.623999999999995,1070,1203,2,28,5
1602,3852,3,2.5,2190,10370,2.0,0,0,3,9,2190,0,1987,0,200.6218,4.969999999999999,2470,10472,2,28,5
1603,11848,4,2.5,2740,43101,2.0,0,0,3,9,2740,0,1993,0,200.7649,4.951000000000008,2740,33447,2,28,5
1604,13305,3,2.0,1650,6150,2.0,0,0,4,7,1650,0,1926,1993,200.5713,4.606000000000009,1280,6150,2,28,5
1605,20709,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,200.6621,4.867999999999995,2160,11467,2,28,5
1606,1447,5,1.5,2680,28014,1.0,0,0,4,8,1450,1230,1963,0,200.6348,4.804000000000002,2900,22180,2,28,5
1607,5005,2,3.25,1400,1243,3.0,0,0,3,8,1400,0,2000,0,200.6534,4.647000000000006,1400,1335,2,28,5
1608,8705,4,3.5,3910,8095,2.0,0,0,3,9,3130,780,2007,0,200.5588,4.963999999999999,3770,7021,2,28,5
1609,10779,3,2.5,1720,4006,2.0,0,0,3,8,1720,0,1994,0,200.56900000000002,4.992999999999995,1780,3974,2,28,5
1610,13685,3,1.75,1210,8075,1.0,0,0,4,6,1210,0,1983,0,200.2666,4.746000000000009,1310,8025,2,28,5
1611,2962,4,2.5,3090,18645,2.0,0,0,3,9,3090,0,1995,0,200.2902,4.657999999999987,3610,20114,2,28,5
1612,3554,2,2.5,1050,1609,2.0,0,0,3,7,1050,0,2005,0,200.5854,4.687000000000012,1120,1693,2,28,5
1613,2932,3,1.75,1310,9645,1.0,0,0,3,7,1310,0,1979,0,200.4051,4.709999999999994,1440,9893,2,28,5
1614,13227,3,2.0,1980,12150,1.0,0,0,3,9,1980,0,1994,0,200.3657,4.847999999999999,2200,12150,2,28,5
1615,20031,4,2.25,1830,9485,1.0,0,0,4,7,1200,630,1989,0,200.2995,4.613,1730,10109,2,28,5
1616,17376,4,3.5,4490,5099,2.0,0,0,3,9,3390,1100,2006,0,200.5394,5.138999999999996,4290,5537,2,28,5
1617,18315,4,2.5,2230,10414,1.0,0,0,5,7,1450,780,1974,0,200.5816,5.0,1960,10240,2,28,5
1618,16125,2,1.0,780,6685,1.0,0,0,4,5,780,0,1948,0,200.305,4.784999999999997,880,6695,2,28,5
1619,16246,3,1.0,1390,9624,1.5,0,0,4,7,1390,0,1954,0,200.7758,4.698999999999998,1440,9624,2,28,5
1620,18243,4,2.25,2410,4560,2.0,0,2,5,9,1800,610,1929,0,200.6796,4.597999999999999,2150,5100,2,28,5
1621,18775,3,2.25,2270,8876,1.0,0,0,3,7,1380,890,1977,0,200.4653,4.823999999999998,2150,7455,3,29,5
1622,1871,4,2.5,2040,22653,2.0,0,0,3,7,2040,0,2011,0,200.4991,4.701000000000008,2020,20502,3,29,5
1623,18683,5,2.5,2630,9216,2.0,0,0,3,8,2630,0,2003,0,200.7379,5.033999999999992,2020,4980,3,29,5
1624,7629,3,1.5,2240,3800,2.0,0,0,3,8,1370,870,1929,0,200.6887,4.692999999999998,1690,4275,3,29,5
1625,20374,3,1.5,2600,5085,1.0,0,0,4,7,1400,1200,1940,0,200.5659,4.623999999999995,1320,4000,3,29,5
1626,17883,4,2.25,1720,9753,1.0,0,0,4,7,1120,600,1978,0,200.2922,4.628999999999991,1510,9753,3,29,5
1627,11506,3,2.5,2770,9136,2.0,0,0,3,10,2770,0,1991,0,200.5605,4.885000000000005,2890,8442,3,29,5
1628,4474,5,3.0,2170,2440,1.5,0,0,4,8,1450,720,1911,0,200.6724,4.682999999999994,2070,4000,3,29,5
1629,14848,2,1.0,1320,1824,1.5,0,0,4,6,1320,0,1909,0,200.585,4.706000000000003,1320,4000,3,29,5
1630,14239,5,2.0,2450,9488,1.0,0,0,4,7,1240,1210,1900,1955,200.7056,4.659999999999997,1310,5693,3,29,5
1631,15018,4,4.25,4960,6000,2.5,0,0,3,11,3680,1280,1909,2003,200.6437,4.643999999999991,2160,4080,3,29,5
1632,18077,3,2.5,2080,9827,2.0,0,0,3,8,2080,0,1989,0,200.3058,4.606000000000009,2660,9861,3,29,5
1633,13759,2,2.25,1000,905,3.0,0,0,3,8,1000,0,2006,0,200.6842,4.613,980,1023,3,29,5
1634,6611,5,1.75,1880,10000,1.0,0,0,3,7,960,920,1963,0,200.7182,4.798999999999992,1580,10000,3,29,5
1635,5151,2,1.0,710,1173,2.0,0,0,4,7,710,0,1943,0,200.6412,4.671000000000007,1370,1173,3,29,5
1636,4360,4,1.75,1990,4725,1.5,0,0,4,7,1190,800,1944,0,200.5275,4.6200000000000045,1240,4961,3,29,5
1637,21009,3,2.5,1360,1016,3.0,0,0,3,7,1310,50,2003,0,200.6774,4.676000000000002,1365,1156,3,29,5
1638,19630,3,1.5,1460,5040,1.0,0,0,3,7,1100,360,1971,0,200.7112,4.6429999999999865,2330,7560,3,29,5
1639,17411,4,2.75,3310,6166,2.0,0,0,3,9,3310,0,2008,0,200.521,5.122999999999991,3200,7027,3,29,5
1640,4485,2,1.0,900,423838,1.0,0,2,5,6,900,0,1925,0,200.22799999999998,4.912000000000006,1810,94960,3,29,5
1641,15291,4,2.25,2280,6660,1.5,0,2,3,8,1960,320,1940,1984,200.6503,4.632000000000005,1720,5336,3,29,5
1642,13928,3,1.0,1010,5490,1.0,0,0,3,6,1010,0,1954,0,200.4762,4.707000000000008,1740,10658,3,29,5
1643,12683,6,2.5,4410,14034,1.0,0,2,4,9,2350,2060,1965,0,200.3376,4.676000000000002,2600,13988,3,29,5
1644,8306,4,1.75,1700,7800,1.0,0,0,5,7,1120,580,1981,0,200.4801,4.842000000000013,1560,7800,3,29,5
1645,12077,3,2.5,2390,4555,2.0,0,0,3,9,2390,0,2006,0,200.6199,4.974999999999994,2540,4500,3,29,5
1646,21087,4,1.75,1880,7632,1.0,0,0,4,7,1180,700,1978,0,200.3068,4.627999999999986,1840,8528,3,29,5
1647,20736,3,1.75,2930,19876,1.0,0,0,3,9,2030,900,1993,0,200.7443,4.829999999999998,2740,11499,3,29,5
1648,2521,5,3.25,2900,12160,1.0,0,0,4,8,1890,1010,1967,0,200.6154,4.832000000000008,2590,12160,3,29,5
1649,10746,4,2.5,2920,9904,2.0,0,0,4,9,2920,0,1990,0,200.5759,5.004999999999996,1810,5617,3,29,5
1650,6099,6,4.25,6980,15682,3.0,0,4,4,12,5330,1650,1999,0,200.5552,4.768999999999991,3930,18367,3,29,5
1651,18462,4,2.25,1960,8680,1.0,0,0,4,8,1290,670,1959,0,200.6076,4.807999999999994,2160,8680,3,29,5
1652,11038,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968,0,200.7689,4.7339999999999955,1550,10436,3,29,5
1653,5211,4,1.75,1640,4240,1.0,0,0,5,7,920,720,1921,0,200.6766,4.632000000000005,1300,4240,3,29,5
1654,5088,3,1.75,1590,7617,2.0,0,0,3,7,1590,0,1986,0,200.3819,4.687999999999988,1490,7450,3,29,5
1655,20530,3,2.0,1480,5000,1.0,0,0,4,7,750,730,1928,0,200.6859,4.629999999999996,1250,4000,3,29,5
1656,15237,4,2.5,2440,22594,2.0,0,0,3,8,2440,0,1996,0,200.6333,5.030000000000001,2560,33341,3,29,5
1657,3110,2,1.0,1500,4120,1.5,0,0,3,5,880,620,1928,0,200.4857,4.799999999999997,1300,4120,3,29,5
1658,4087,3,1.75,1950,52256,1.0,0,0,4,8,1950,0,1985,0,200.3133,4.922000000000012,2450,51836,3,29,5
1659,63,2,1.0,1110,26051,1.0,0,0,3,6,1110,0,1951,0,200.4711,4.709000000000003,2240,12255,3,29,5
1660,6613,5,2.0,1930,9747,1.0,0,0,4,7,1020,910,1962,0,200.7743,4.7650000000000015,2040,9370,3,29,5
1661,7591,4,2.0,2300,3400,1.5,0,0,5,8,1550,750,1915,0,200.678,4.638999999999996,1670,4200,3,29,5
1662,20081,3,1.0,1590,6420,1.0,0,0,3,7,1590,0,1944,0,200.5355,4.607999999999991,1780,5900,3,29,5
1663,19340,3,2.0,1240,14404,1.0,0,0,3,7,1240,0,1988,0,200.6614,4.939999999999999,1350,9990,3,29,5
1664,15133,4,1.0,1600,4300,1.5,0,0,4,7,1600,0,1916,0,200.6648,4.657000000000012,1610,4300,3,29,5
1665,17457,3,2.5,2930,6050,2.0,0,0,3,9,2930,0,2008,0,200.5151,5.117000000000004,2760,5765,3,29,5
1666,12799,2,1.0,810,4800,1.0,0,0,3,6,810,0,1919,0,200.5614,4.730000000000004,1040,4800,3,29,5
1667,8022,4,1.5,1390,7200,1.0,0,0,3,7,1140,250,1965,0,200.7224,4.667999999999992,1630,7702,3,29,5
1668,19379,4,2.75,1240,3867,1.0,0,0,3,7,800,440,1987,0,200.7157,4.716000000000008,1150,7733,3,29,5
1669,16282,4,2.75,2320,4344,2.0,0,0,3,8,2320,0,2012,0,200.4862,4.837000000000003,2310,3770,3,29,5
1670,9133,4,2.0,2240,7725,1.0,0,0,5,7,1120,1120,1956,0,200.5331,4.635000000000005,1340,6300,3,29,5
1671,14050,2,1.0,820,3844,1.0,0,0,4,6,820,0,1916,0,200.7049,4.6510000000000105,1520,3844,3,29,5
1672,11155,5,3.5,5960,13703,2.0,0,2,3,10,4770,1190,1984,0,200.6151,4.8929999999999865,2810,17320,3,29,5
1673,19359,3,2.25,2330,4000,1.5,0,2,5,7,1520,810,1927,0,200.6732,4.709999999999994,1870,4000,3,29,5
1674,10042,3,1.5,1470,14821,1.0,0,0,4,7,1470,0,1958,0,200.3658,4.852000000000004,1760,15370,3,29,5
1675,15658,3,3.0,2600,5238,1.5,0,3,3,9,1890,710,1989,0,200.3448,4.6729999999999885,2220,4853,3,29,5
1676,4591,3,1.75,1590,11914,1.0,0,2,3,7,1090,500,1957,0,200.4427,4.725999999999999,1630,9052,3,29,5
1677,17990,2,1.0,900,8580,1.0,0,0,3,5,900,0,1918,0,200.4727,4.730000000000004,2060,6533,3,29,5
1678,15273,3,3.25,1730,1229,2.0,0,2,3,9,1320,410,2008,0,200.6374,4.631,1710,1686,3,29,5
1679,1859,3,2.0,2590,108900,2.0,0,0,3,8,1980,610,1988,0,200.4088,4.944999999999993,3170,108900,3,29,5
1680,16213,4,3.25,4430,21000,2.0,0,0,3,10,4430,0,1952,2007,200.6398,4.762999999999991,3930,20000,3,29,5
1681,3327,2,1.0,950,7560,1.0,0,0,3,6,950,0,1958,0,200.4499,4.823999999999998,1160,7560,3,29,5
1682,2359,4,3.5,4730,13586,1.5,0,0,5,10,4270,460,1935,0,200.6319,4.712000000000003,3710,8828,3,29,5
1683,362,3,2.5,2620,21587,2.0,0,0,3,7,2620,0,1992,0,200.6384,5.040999999999997,2570,23650,3,29,5
1684,6364,3,1.75,1940,7313,1.0,0,1,4,8,1440,500,1960,0,200.5239,4.613,2160,7200,3,29,5
1685,13490,4,2.0,1670,12056,1.0,0,0,3,7,1670,0,1955,0,200.7418,4.756,1860,12056,3,29,5
1686,12618,4,2.5,2290,4539,2.0,0,0,3,7,2290,0,2001,0,200.4753,4.827999999999988,1710,7200,3,29,5
1687,7353,4,2.75,2620,6707,2.0,0,0,3,9,2620,0,2000,0,200.5965,4.962000000000003,2590,6530,3,29,5
1688,12473,2,1.0,910,7000,1.0,0,0,3,7,910,0,1952,0,200.6999,4.694999999999993,1260,7528,3,29,5
1689,10004,2,1.0,1260,5000,1.0,0,0,3,7,1040,220,1951,0,200.6782,4.602999999999994,1510,5000,3,29,5
1690,15390,4,3.5,4140,13392,2.0,0,0,3,11,4140,0,2000,0,200.5261,4.856000000000009,4140,11529,3,29,5
1691,5665,4,2.0,1530,6375,2.0,0,0,3,7,1530,0,1942,1983,200.4692,4.837999999999994,1500,8712,3,29,5
1692,10642,3,1.0,2110,10005,1.0,0,0,5,7,1110,1000,1924,0,200.688,4.832000000000008,1360,9827,3,29,5
1693,17576,3,1.0,1250,6250,1.0,0,0,2,7,1030,220,1949,0,200.5292,4.677000000000007,1130,6250,3,29,5
1694,19283,3,1.5,1270,11600,1.0,0,0,4,7,1270,0,1964,0,200.4075,4.804000000000002,1380,9945,3,29,5
1695,8272,4,2.5,2760,6850,2.0,0,0,3,9,2760,0,1999,0,200.5346,4.814999999999999,2640,9803,3,29,5
1696,9517,2,1.5,1220,3568,1.5,0,0,4,8,1220,0,1976,0,200.3804,4.682000000000002,1180,3678,4,30,5
1697,748,3,1.75,2180,10230,1.0,0,0,4,7,1090,1090,1961,0,200.5158,4.718999999999994,2130,7200,4,30,5
1698,6799,7,4.5,4290,37607,1.5,0,0,5,10,4290,0,1982,0,200.4812,4.967000000000013,2810,40510,4,30,5
1699,10773,4,2.5,2560,8780,2.0,0,0,3,9,2560,0,1992,0,200.5717,5.0089999999999995,2780,8357,4,30,5
1700,17903,3,1.0,1210,9525,1.0,0,0,3,7,1210,0,1955,0,200.5274,4.655000000000001,1680,7620,4,30,5
1701,11716,3,2.5,2090,6000,1.5,0,0,4,9,2090,0,1928,0,200.6567,4.718999999999994,2730,6000,4,30,5
1702,16922,3,2.5,2260,19821,2.0,0,0,3,9,2260,0,1994,0,200.44799999999998,4.912000000000006,2750,22718,4,30,5
1703,16392,3,2.5,2670,10082,1.0,0,0,3,10,2670,0,1987,0,200.6359,4.954999999999998,2740,10854,4,30,5
1704,1222,4,3.25,4240,25639,2.0,0,3,3,10,3550,690,1989,0,200.3241,4.622000000000014,3590,24967,4,30,5
1705,10242,3,1.75,1680,3000,1.0,0,2,4,6,840,840,1900,0,200.68599999999998,4.6539999999999955,1540,3700,4,30,5
1706,4326,3,1.0,1200,9800,1.0,0,0,4,7,1200,0,1971,0,200.7412,4.8910000000000045,1220,10220,4,30,5
1707,2660,3,1.75,1510,44000,1.0,0,0,3,7,1240,270,1989,0,200.4851,5.283999999999992,2290,36242,4,30,5
1708,6560,3,2.25,1820,8058,1.0,0,0,3,7,1260,560,1974,0,200.7241,4.832000000000008,1850,7384,4,30,5
1709,18614,4,2.5,2910,5000,2.0,0,0,3,8,2910,0,2002,0,200.3782,4.872999999999991,2740,5045,4,30,5
1710,1322,5,2.5,3090,23265,1.0,0,0,3,8,2990,100,1957,0,200.7709,4.787999999999997,2560,18773,4,30,5
1711,6603,4,2.5,3190,11375,1.0,0,0,5,8,2210,980,1946,0,200.704,4.700000000000003,1100,8500,4,30,5
1712,494,3,2.5,1860,3690,2.0,0,0,3,7,1860,0,2000,0,200.77599999999998,4.76100000000001,1870,4394,4,30,5
1713,4029,4,2.25,2060,8470,1.0,0,0,3,8,1440,620,1983,0,200.5605,4.876000000000005,2180,8978,4,30,5
1714,369,2,2.0,1540,54450,2.0,0,0,3,7,1540,0,1983,0,200.638,5.047000000000012,2280,29918,4,30,5
1715,20302,3,2.0,1060,5750,1.0,0,0,3,7,1060,0,1981,0,200.5523,4.627999999999986,1080,5750,4,30,5
1716,5632,4,2.5,2280,7200,2.0,0,0,3,8,2280,0,1994,0,200.3829,4.792999999999992,2250,7200,4,30,5
1717,11066,3,1.75,2580,11000,1.0,0,0,4,7,1290,1290,1951,0,200.5646,4.819000000000003,2280,17643,4,30,5
1718,7565,4,3.5,3760,5000,2.0,0,0,3,9,2860,900,2014,0,200.6826,4.606000000000009,1340,5000,4,30,5
1719,18181,3,2.5,1950,9906,2.0,0,0,3,8,1950,0,1988,0,200.6363,4.974999999999994,1860,7689,4,30,5
1720,7978,4,1.75,2500,92347,1.0,0,0,4,8,1500,1000,1970,0,200.5345,4.783999999999992,3750,20267,4,30,5
1721,14504,4,2.5,2310,3570,1.5,0,0,3,7,1490,820,1927,2014,200.6889,4.6529999999999925,1580,3060,4,30,5
1722,2433,5,3.75,3990,18897,2.0,0,0,3,8,3090,900,1937,2010,200.7228,4.689999999999999,2080,9793,4,30,5
1723,17449,4,2.5,2720,4738,2.0,0,0,3,8,2720,0,2012,0,200.515,5.131,2590,5740,4,30,5
1724,8005,3,2.5,2780,11964,2.0,0,0,3,9,2780,0,2009,0,200.7127,4.783999999999992,1760,9640,4,30,5
1725,16446,2,1.0,1890,5202,1.5,0,0,4,7,1890,0,1909,0,200.6786,4.621000000000009,1670,5100,4,30,5
1726,6448,3,1.75,1050,5850,1.0,0,0,3,7,1050,0,1980,0,200.4574,4.642000000000009,1220,8880,4,30,5
1727,17865,3,2.25,1590,11745,1.0,0,0,3,7,1090,500,1978,0,200.3553,4.719999999999999,1540,12530,4,30,5
1728,5723,3,1.0,1220,4800,1.0,0,0,3,6,1220,0,1901,0,200.6101,4.692999999999998,1200,4800,4,30,5
1729,776,4,2.0,2340,50233,1.0,0,0,4,7,1170,1170,1966,0,200.5905,4.977999999999994,2470,62290,4,30,5
1730,17896,3,2.0,1550,8509,1.0,0,0,3,7,1150,400,1959,0,200.5299,4.656000000000006,1840,7620,4,30,5
1731,13797,2,2.5,1240,1546,2.0,0,0,3,7,1240,0,2007,0,200.5634,4.7020000000000115,1520,2468,4,30,5
1732,11319,4,1.75,3420,7200,1.0,0,3,5,8,1770,1650,1947,0,200.7081,4.722999999999999,2450,6200,4,30,5
1733,13985,3,1.75,1920,5405,1.0,0,2,4,7,960,960,1947,0,200.5583,4.6200000000000045,1190,5405,4,30,5
1734,4317,4,2.25,1820,20349,1.0,0,0,5,8,1340,480,1977,0,200.7415,4.9039999999999955,1270,12800,4,30,5
1735,9995,2,1.0,1000,4776,1.0,0,0,4,6,1000,0,1942,0,200.5619,4.685000000000001,1500,4800,4,30,5
1736,7576,3,1.5,2000,7350,1.0,0,0,3,8,2000,0,1953,0,200.7061,4.632000000000005,1890,6960,4,30,5
1737,1710,5,3.5,4180,17935,2.0,0,0,3,11,4180,0,2004,0,200.5873,4.7979999999999885,2950,13760,4,30,5
1738,12328,3,1.75,1700,8400,1.0,0,0,3,8,1460,240,1947,0,200.6534,4.584999999999994,2010,7000,4,30,5
1739,17500,6,2.75,5700,20000,1.0,0,4,4,10,2850,2850,1977,0,200.5601,4.840000000000003,3690,15700,4,30,5
1740,4367,2,1.0,1090,5000,1.0,0,0,4,7,730,360,1942,0,200.5258,4.622000000000014,990,5250,4,30,5
1741,1981,3,2.25,1490,4522,2.0,0,0,3,7,1490,0,2009,0,200.7611,4.767000000000009,1580,4667,4,30,5
1742,16212,4,3.5,5550,28078,2.0,0,2,4,12,3350,2200,2000,0,200.6395,4.7660000000000045,2980,19602,4,30,5
1743,3406,4,2.75,2620,6019,2.0,0,0,3,8,2620,0,2013,0,200.484,5.228999999999999,2790,6716,4,30,5
1744,12277,2,2.5,1740,2500,2.0,0,2,3,8,1210,530,1994,0,200.622,4.700000000000003,1640,2500,4,30,5
1745,9329,4,2.5,2310,5100,2.0,0,0,3,9,2310,0,2013,0,200.7039,4.6400000000000015,1260,5100,4,30,5
1746,284,2,1.0,940,4800,1.0,0,0,4,6,940,0,1911,1955,200.5756,4.585999999999999,980,5900,4,30,5
1747,7954,2,2.25,1730,31491,2.0,1,2,4,7,1730,0,1947,1988,200.373,4.536000000000001,1400,12410,4,30,5
1748,19503,3,2.5,2200,7278,2.0,0,0,3,8,2200,0,1990,0,200.4624,4.867999999999995,2190,8580,4,30,5
1749,8101,5,2.75,2220,4000,1.0,0,0,3,7,1230,990,1973,0,200.5754,4.694999999999993,1580,4000,4,30,5
1750,17928,4,2.75,2600,4674,1.0,0,0,3,8,1560,1040,1976,0,200.6782,4.713999999999999,2600,6099,4,30,5
1751,3533,3,2.0,2120,7560,1.0,0,0,3,9,2120,0,1991,0,200.435,4.840000000000003,2660,7700,4,30,5
1752,12043,2,1.0,1880,7560,1.0,0,0,3,6,940,940,1919,0,200.5261,4.626000000000005,1280,7560,4,30,5
1753,19039,2,1.75,1340,4664,1.0,0,0,3,8,1340,0,2004,0,200.7182,4.966000000000008,1350,4236,4,30,5
1754,18359,4,3.0,2840,4120,1.5,0,0,4,8,2060,780,1931,0,200.5683,4.717000000000013,1840,5871,4,30,5
1755,15682,4,1.0,1290,5000,1.5,0,0,3,7,1290,0,1957,0,200.513,4.642000000000009,1440,2500,4,30,5
1756,17572,3,2.0,1330,6000,1.0,0,0,4,7,630,700,1900,0,200.5255,4.6729999999999885,1140,6000,4,30,5
1757,17125,3,2.25,3060,12095,2.0,0,0,3,10,3060,0,1983,0,200.5611,4.893999999999991,3060,11455,4,30,5
1758,9772,4,2.5,3150,13700,2.0,0,0,4,9,3150,0,1966,0,200.5309,4.7760000000000105,3200,11900,4,30,5
1759,9043,3,2.0,1560,7352,1.0,0,0,3,6,1560,0,1992,0,200.2804,4.748999999999995,1120,7950,4,30,5
1760,489,4,3.25,4140,20734,1.0,0,1,3,10,3300,840,1977,2005,200.6344,4.784999999999997,4020,20008,4,30,5
1761,14572,5,2.75,2080,13189,2.0,0,0,3,8,2080,0,1987,0,200.6288,4.968999999999994,2030,11847,5,31,5
1762,3428,4,2.5,2550,6256,2.0,0,0,3,9,2550,0,1992,0,200.7742,4.834000000000003,2460,8256,5,31,5
1763,19856,3,2.25,1760,1146,3.0,0,0,3,9,1760,0,2014,0,200.6073,4.695999999999998,1346,3472,5,31,5
1764,11894,3,2.5,1960,3480,2.0,0,0,3,7,1960,0,2004,0,200.4802,4.819999999999993,2560,3500,5,31,5
1765,808,3,2.5,2460,12028,2.0,0,0,3,9,2460,0,1996,0,200.69099999999997,4.905000000000001,2540,12229,5,31,5
1766,931,3,2.25,2675,40910,2.0,0,0,3,8,2675,0,1984,0,200.5916,4.944999999999993,2300,39438,5,31,5
1767,18754,3,1.75,1790,12000,1.0,0,0,3,7,1040,750,1960,0,200.3945,4.687000000000012,1840,12000,6,1,6
1768,2468,3,1.75,1620,7330,1.0,0,0,4,7,1090,530,1974,0,200.7148,4.787000000000006,1380,7191,6,1,6
1769,18921,5,3.0,3640,8239,2.0,0,3,3,10,2540,1100,1982,0,200.5842,4.888999999999996,3330,10643,6,1,6
1770,16388,4,1.75,2780,9900,2.0,0,0,4,10,2780,0,1978,0,200.6348,4.939999999999999,2600,12000,6,1,6
1771,1165,4,2.0,2630,16475,2.0,0,0,4,8,2630,0,1953,0,200.639,4.781000000000006,2670,15001,6,1,6
1772,9462,1,1.0,750,4000,1.0,0,0,3,6,750,0,1918,0,200.5243,4.6099999999999985,1770,4850,6,1,6
1773,13654,4,3.5,3480,7232,2.0,0,0,3,9,2580,900,1926,2010,200.5859,4.709000000000003,2380,5642,6,1,6
1774,3153,3,2.0,1760,5000,1.0,0,0,5,7,960,800,1920,0,200.6408,4.5970000000000075,1380,5000,0,2,6
1775,13618,4,1.75,1720,4240,1.5,0,0,4,7,1460,260,1925,0,200.579,4.706000000000003,1930,4280,0,2,6
1776,12909,4,2.5,2460,5000,2.0,0,0,5,8,1620,840,1938,0,200.6282,4.707000000000008,2320,5000,0,2,6
1777,21105,3,2.0,1380,4500,1.0,0,0,3,7,1380,0,2008,0,200.3661,4.978999999999999,1620,4000,0,2,6
1778,8531,3,2.25,2610,9002,2.0,0,0,3,9,2610,0,1988,0,200.6909,4.896000000000001,2320,8306,0,2,6
1779,8086,4,2.5,2720,10000,2.0,0,0,3,10,2720,0,1987,0,200.6293,4.948999999999998,2720,10020,0,2,6
1780,11698,3,2.5,1840,3035,1.0,0,0,3,7,920,920,1926,0,200.6557,4.6729999999999885,1780,4000,0,2,6
1781,16597,1,1.0,730,3000,1.0,0,0,3,7,730,0,1911,0,200.6741,4.603999999999999,1520,5000,0,2,6
1782,20039,2,1.0,1140,5720,1.0,0,0,3,7,850,290,1947,0,200.6827,4.7020000000000115,1410,5832,0,2,6
1783,13391,3,1.75,2770,39927,1.0,0,0,4,8,1580,1190,1978,0,200.4669,4.997000000000014,2420,36384,0,2,6
1784,14419,3,3.0,3740,39640,2.0,0,2,3,10,3740,0,1991,0,200.4036,4.537999999999997,2930,26136,0,2,6
1785,11265,2,1.5,1140,2980,2.0,0,0,3,7,1140,0,1988,0,200.5707,4.9820000000000135,1150,2981,0,2,6
1786,2516,5,2.5,3020,21441,1.0,0,0,4,8,1510,1510,1978,0,200.3392,4.869,1610,16445,0,2,6
1787,20660,4,1.75,1790,11875,1.0,0,0,4,7,1490,300,1969,0,200.52200000000002,4.952999999999988,1870,11760,0,2,6
1788,347,3,2.75,2930,5569,1.0,0,0,3,9,1860,1070,2004,0,200.7648,4.835999999999999,2580,11045,0,2,6
1789,12135,4,2.75,2340,11034,1.0,0,0,3,8,1720,620,1967,0,200.7686,4.7220000000000075,2370,11941,0,2,6
1790,1246,4,3.25,4400,186846,2.0,0,0,4,9,4400,0,1993,0,200.1593,5.042999999999992,2280,186846,0,2,6
1791,7624,3,2.0,1810,4064,1.5,0,0,3,7,1810,0,1925,0,200.6859,4.661000000000001,1518,2945,0,2,6
1792,7931,2,1.75,1710,4234,2.0,0,0,3,7,1330,380,1920,1979,200.5319,4.61399999999999,1530,4556,0,2,6
1793,17963,3,1.0,1010,7245,1.0,0,0,3,7,1010,0,1969,0,200.3338,4.694000000000003,1300,8236,0,2,6
1794,9675,3,1.75,1510,8301,1.0,0,0,3,7,1510,0,1967,0,200.7243,4.7779999999999925,1460,7910,0,2,6
1795,1372,3,1.5,1320,13200,1.0,0,0,3,7,1320,0,1970,0,200.5009,4.8570000000000135,1730,13200,0,2,6
1796,17242,4,2.5,3190,7869,2.0,0,2,3,9,3190,0,2001,0,200.5317,5.1339999999999995,2630,6739,0,2,6
1797,18267,3,1.0,1450,8820,1.0,0,0,3,6,1050,400,1958,0,200.4698,4.736000000000004,1510,8820,0,2,6
1798,19995,3,2.5,1690,9626,2.0,0,0,3,8,1690,0,1984,0,200.5647,4.907999999999987,1860,8958,0,2,6
1799,12904,3,1.75,1670,5400,2.0,0,0,5,8,1670,0,1912,0,200.635,4.716000000000008,2100,5400,0,2,6
1800,20170,2,2.5,1175,1366,2.0,0,0,3,8,740,435,2005,0,200.6962,4.657999999999987,1710,1255,0,2,6
1801,12320,4,2.0,2360,6000,1.0,0,0,5,7,1260,1100,1939,0,200.6534,4.590000000000003,1720,6000,0,2,6
1802,21106,3,2.5,1950,3600,2.0,0,0,3,7,1950,0,2010,0,200.3658,4.978999999999999,1870,4184,0,2,6
1803,4819,4,3.0,4500,21780,2.0,0,2,3,9,3040,1460,1980,0,200.5581,4.787000000000006,3540,20473,0,2,6
1804,18427,2,1.0,990,4802,1.0,0,0,3,7,990,0,1947,0,200.6876,4.605000000000004,1180,5000,0,2,6
1805,18731,4,2.5,2710,5500,2.0,0,0,3,9,2710,0,1999,0,200.6027,4.977000000000004,2710,6242,0,2,6
1806,5378,3,2.25,3020,43560,2.0,0,0,3,10,2720,300,1969,0,200.6456,4.8270000000000115,3910,43560,0,2,6
1807,4427,4,2.5,2150,9070,2.0,0,0,4,8,2150,0,1985,0,200.7279,4.8929999999999865,2230,8995,0,2,6
1808,18305,3,2.5,2680,7836,2.0,0,0,3,8,2680,0,1990,2009,200.3203,4.814999999999999,2340,8040,0,2,6
1809,3226,4,2.5,2070,7476,2.0,0,0,3,8,2070,0,2003,0,200.3352,4.811000000000006,2430,5500,0,2,6
1810,8660,4,2.5,2430,14400,1.0,0,0,5,8,1670,760,1963,0,200.6202,4.862000000000009,2140,9048,0,2,6
